Mass (kg),r_cg_x (mm),r_cg_y (mm),r_cg_z (mm),Ixx (kg mm2),Iyx (kg mm2),Iyy (kg mm2),Izx (kg mm2),Izy (kg mm2),Izz (kg mm2)
1726.775,-15281.521,1419.665,-12.914,3922323191.641,37445222180.158,427063107679.293,-271463551.583,31394534.551,430484448559.060
