Mass (kg),r_cg_x (mm),r_cg_y (mm),r_cg_z (mm),Ixx (kg mm2),Iyx (kg mm2),Iyy (kg mm2),Izx (kg mm2),Izy (kg mm2),Izz (kg mm2)
340.407,-2802.931,-1.665,-0.96,85992766.787,-1158933.162,3247240559.856,-616171.161,-639229.480,3245650859.433
